thinklet_id,problem_name,created_by,notify_to,created_at,annotation_text,relating_to_self,comment_answer,comment_process,count_nChar,count_nWords,contain_question,contain_plan,contain_addTransition,contain_advTransition,contain_causalTransition,contain_seqTransition,count_nNouns,count_nPronouns,count_nVerbs,count_nAdj,count_nAux,count_nCconj,count_nPunct,count_nSym,count_nFPP,contain_same,contain_answer,contain_correct,count_nPositive,count_nNegative
216187,"Money, Money, Money",249413,249409,4/21/21 20:58,"Next time maybe you can describe whats going on in the picture
",0,0,0,63,12,0,1,0,0,0,1,2,2,2,1,2,0,0,0,2,0,0,0,,
183371,Favorite TV Show,168438,168428,8/31/20 21:02,I like the way you put your anwnser and you explained you reponse,0,0,0,65,13,0,0,1,0,0,0,3,5,3,0,0,1,0,0,1,0,0,0,1,
217447,Spending Allowance,168722,168672,4/28/21 16:35,My strategy is like yours because i added what he bought  6+5+1= 12 so that what he lost,1,0,1,88,18,0,0,0,0,1,0,1,7,4,0,1,0,0,2,1,0,0,0,1,1
216205,"Money, Money, Money",168395,168696,4/21/21 20:59,My strategy is like yours because I did 15 x 3 also ,1,0,1,52,12,0,0,0,0,1,0,2,3,2,0,1,0,0,0,1,0,0,0,1,
182869,What fish will be next?,168435,168439,8/31/20 21:13,I like they way you were drawing.,0,0,0,33,7,0,0,0,0,0,0,0,3,2,0,1,0,1,0,1,0,0,0,1,
217453,Spending Allowance,249410,249899,4/28/21 16:35,I like how you get 12 and subrtact by 8 to get how much  got now,0,0,1,64,16,0,0,1,0,0,0,1,2,4,0,0,1,0,0,1,0,0,0,1,
183371,Favorite TV Show,168435,168428,8/31/20 21:11,I like they way you were drawing the yes and no's.,0,0,0,50,11,0,0,1,0,0,0,2,3,2,0,1,1,1,0,1,0,0,0,1,
216202,"Money, Money, Money",168747,251123,4/21/21 20:59,I agree with you adding but for the positives but for the negatives your answer should have been negative.,0,0,1,106,19,0,0,1,1,0,0,3,3,2,1,3,2,1,0,1,0,1,0,1,2
216190,"Money, Money, Money",168696,249413,4/21/21 20:59,Next time maybe you can fix your mic and also you placed the 4 in the wrong area,0,0,0,80,18,0,1,1,0,1,1,3,3,2,2,1,1,0,0,2,0,0,0,,1
217433,Spending Allowance,168672,168722,4/28/21 16:36,Good job,0,0,0,8,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,
183414,Favorite TV Show,168444,168447,8/31/20 21:53,i like the way you drew your picture.,0,0,0,37,8,0,0,0,0,0,0,2,3,2,0,0,0,1,0,1,0,0,0,1,
217442,Spending Allowance,168665,168695,4/28/21 16:36,I respectfully disagree with you because you didn't put negative signs and the 4 is supposed to be negative or at least that's what I got.,1,0,1,138,26,0,0,1,0,1,0,1,6,4,2,4,2,1,0,1,0,0,0,1,3
217433,Spending Allowance,168694,168722,4/28/21 16:36,My strategy is like yours because I did the same thing that you did but I did not use a table.  ,1,0,0,96,21,0,0,0,1,1,0,3,6,4,1,2,1,1,0,2,1,0,0,1,
216199,"Money, Money, Money",168663,168669,4/21/21 20:59,My strategy is like yours because  we both multiplied 2 times 15,1,0,1,64,12,0,0,0,0,1,0,2,3,2,0,1,0,0,0,2,0,0,0,1,
216198,"Money, Money, Money",168731,168747,4/21/21 21:00,I like the way you solved all your problems on one slide ,0,0,0,57,12,0,0,0,0,1,0,3,3,2,0,0,0,0,0,1,0,0,0,1,1
217442,Spending Allowance,249417,168695,4/28/21 16:37,My strategy is like yours because I also got the same answer,1,1,0,60,12,0,0,0,0,1,0,2,3,2,1,1,0,0,0,2,1,1,0,1,
217451,Spending Allowance,168722,168745,4/28/21 16:37,My strategy is like yours because  i added what he gained but I hadn't thought of 12-8 ,1,0,1,87,17,0,0,0,1,1,0,1,6,4,0,2,1,0,1,1,0,0,0,2,
217439,Spending Allowance,168690,168715,4/28/21 16:37,I like the way you organized and explained what you did,0,0,0,55,11,0,0,1,0,0,0,1,4,4,0,0,1,0,0,1,0,0,0,1,
216211,"Money, Money, Money",168435,168751,4/21/21 21:33,I think you did good on explaining.,0,0,0,35,7,0,0,0,0,0,0,0,2,2,1,1,0,1,0,1,0,0,0,1,
217457,Spending Allowance,168438,168726,4/28/21 16:38,I like the way you explained your work in a way that everyone would understand ,0,0,0,79,15,0,0,1,0,0,0,3,4,3,0,1,0,0,0,1,0,0,0,2,
216494,"Money, Money, Money",168435,168439,4/21/21 21:34,"I liked how you were explaining on how you were solving your problem.
",0,0,0,70,13,0,0,0,0,1,0,1,4,3,0,2,0,1,0,1,0,0,0,1,1
217450,Spending Allowance,168694,168690,4/28/21 16:38,My strategy is like yours because I did the exact same thing that you did.,1,0,0,74,15,0,0,0,0,1,0,2,5,3,2,1,0,1,0,2,1,0,0,1,
217451,Spending Allowance,249410,168745,4/28/21 16:39,I like how your wrote it with paper and I also like how you explained it.,0,0,0,73,16,0,0,1,0,1,0,1,6,3,0,0,1,1,0,1,0,0,0,2,
217439,Spending Allowance,168672,168715,4/28/21 16:39,Good job I got the same answer I like how you organized it,0,0,0,58,13,0,0,1,0,0,0,2,4,2,2,0,0,0,0,2,1,1,0,2,
217449,Spending Allowance,168722,168694,4/28/21 16:39,My strategy is like yours because i did 3x2,1,0,1,43,9,0,0,0,0,1,0,1,3,2,0,1,0,0,0,1,0,0,0,1,
217440,Spending Allowance,168438,168652,4/28/21 16:40,I like the way you put your work and how you organized it.,0,0,0,58,13,0,0,1,0,0,0,2,5,3,0,0,1,1,0,1,0,0,0,2,
217447,Spending Allowance,168694,168672,4/28/21 16:40,I like the way you spaced out everything so all of it is not together like you spaced out the equations. ,0,0,0,105,21,0,0,0,0,1,0,2,5,3,0,1,0,1,0,1,0,0,0,2,
217448,Spending Allowance,249410,168717,4/28/21 16:40,I agree with your answer and i like how you explained it,0,1,0,56,12,0,0,1,0,0,0,1,5,3,0,0,1,0,0,1,0,1,0,1,
217440,Spending Allowance,168665,168652,4/28/21 16:42,"My strategy is like yours because we both did the same thing, although I added 5+1 to get 6+6 and you did 6+5+1.",1,0,1,112,23,0,0,1,1,1,0,2,5,5,1,1,1,2,1,2,1,0,0,1,
217445,Spending Allowance,249899,249411,4/28/21 16:41,I like how you  added and subtracted the number for exaple you did 20-6 and got 14 and then you did 8+8 and got 16. the other thing i like about your work is that you wrote a word problem to show how much he lost ,1,0,1,213,46,0,1,1,0,1,0,6,8,11,1,1,4,1,1,1,0,0,0,3,2
217446,Spending Allowance,168722,169343,4/28/21 16:42,i liked your because i did something similar because i did 3x2 and your voice was loud and clear,1,0,0,96,19,0,0,1,0,1,0,1,6,3,3,1,2,0,1,2,0,0,0,2,1
217441,Spending Allowance,168694,249901,4/28/21 16:42,I hadn't thought of using the direction arrows so I like how you added that.,1,0,0,76,15,0,0,0,1,1,0,1,4,4,0,1,0,1,0,1,0,0,0,1,
217438,Spending Allowance,168672,168693,4/28/21 16:42,it was good ,0,0,0,12,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,
217270,Kyle's Orange Juice,251044,251051,4/28/21 20:17,I like the way you did the math and strategy ,0,0,0,45,10,0,0,1,0,0,0,3,2,2,0,0,1,0,0,1,0,0,0,1,
216849,In and Out,251028,251044,4/28/21 20:17,i like the way you did the pictures,0,0,0,35,8,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,1,
217253,In and Out,251044,251028,4/28/21 20:22,I like the way you did the video ,0,0,0,33,8,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,1,
215771,Malachi's Hike,251028,251019,4/28/21 20:18,i like how you solved the promble,0,0,0,33,7,0,0,0,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,1,
217573,Spending Allowance,251152,168435,4/28/21 20:34,This is so good I  love that you managed to get an answer.,0,0,0,58,13,0,0,0,0,1,0,1,3,3,1,1,0,1,0,1,0,1,0,2,
216652,"Money, Money, Money",168706,168419,4/23/21 19:10,I like the way you color coded the equations to show us what writing belongs to what equation.,0,0,0,94,18,0,0,1,0,0,0,5,3,4,0,0,0,1,0,1,0,0,0,1,
216653,"Money, Money, Money",168676,168381,4/23/21 19:10,I like the way you did the problem and you showed it step by step  keep up with the good work. ,0,0,0,95,21,0,0,1,0,0,0,4,4,5,1,0,1,1,0,1,0,0,0,3,1
216652,"Money, Money, Money",168680,168419,4/23/21 19:10,My strategy is like yours because I put the information in almost the exact same way. I think I just switched the places of the two withdrawls.,1,0,1,143,27,0,0,1,0,1,0,5,5,4,2,1,0,2,0,2,1,0,0,1,
216650,"Money, Money, Money",168679,168398,4/23/21 19:11,I like the way you multiplied the withdrawals instead of adding to four times or two times.,0,0,1,91,17,0,0,1,0,0,0,4,2,3,0,0,1,1,0,2,0,0,0,1,
216645,"Money, Money, Money",168706,168705,4/23/21 19:11,I like the way you you added all the deposits first then subtracted the withdrawls I didn't think of that,1,0,1,105,20,0,1,0,0,1,1,3,5,4,0,1,0,0,0,1,0,0,0,1,
216645,"Money, Money, Money",168679,168705,4/23/21 19:12,I like the way you started with adding your two deposits together.,0,0,1,66,12,0,0,0,0,0,1,2,3,3,0,0,0,1,0,1,0,0,0,1,
217909,Spending Allowance,168679,168727,4/29/21 19:58,Next time you maybe could just use the dollar sign on your keyboard instead of writing it.,0,0,0,90,17,0,1,0,0,0,1,4,3,2,1,1,0,1,0,2,0,0,0,,
217909,Spending Allowance,168706,168727,4/29/21 19:58,I cant hear your voice but based off what I see maybe next time you can seperate the additon and subtraction equations.,0,0,0,119,22,0,1,1,1,0,1,5,5,5,1,1,2,1,0,2,0,0,0,,
216649,"Money, Money, Money",168706,249415,4/23/21 19:13,Next time maybe you can seprate the equations a bit more because its hard to tell the apart.,0,0,0,92,18,0,1,1,0,1,1,4,2,2,3,2,0,1,0,2,0,0,0,,1
220664,Express Yourself,168706,249415,5/24/21 20:17,Maybe next you should try showing your work so we can see the process,0,0,0,69,14,0,1,1,0,1,1,2,3,3,0,2,0,0,0,1,0,0,0,1,
216646,"Money, Money, Money",168680,168679,4/23/21 19:14,I like the way you organized the information! I can clearly understand how you got your answer.,0,0,0,95,17,0,0,1,0,0,0,3,5,4,0,1,0,2,0,1,0,1,0,2,
217906,Spending Allowance,168680,168716,4/29/21 19:59,"I hadn't thought of your strategy. I did something different, although it seems reasonable. <3",1,0,0,94,15,0,0,0,1,1,0,2,5,3,2,1,0,3,0,2,0,0,0,1,
220687,Express Yourself,168446,168442,5/24/21 21:00,nice i got the same answers,1,1,0,27,6,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,1,1,0,1,
220688,Express Yourself,168446,251144,5/24/21 20:58,I did it the same way,1,0,0,21,6,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,1,0,0,,
220707,Express Yourself,168669,168395,5/24/21 21:00,I like the way you underlined what you were talking about.,0,0,0,58,11,0,0,0,0,0,0,1,4,3,0,1,0,1,0,1,0,0,0,1,
217911,Spending Allowance,168679,251121,4/29/21 19:59,My strategy is like yours because we both didn't use the $20 in the beginning.,1,0,1,78,15,0,0,0,0,1,1,2,3,2,0,2,0,1,1,1,0,0,0,1,
216647,"Money, Money, Money",168706,168727,4/23/21 19:15,I like the way you added the positive together then subtracted the negaives to make the equation more simple,0,0,1,108,19,0,1,1,0,1,0,3,2,4,2,0,0,0,0,1,0,0,0,2,
216647,"Money, Money, Money",168679,168727,4/23/21 19:15,"I like the way you explained your work, it was very clear.",0,0,0,58,12,0,0,1,0,0,0,2,4,2,1,1,0,2,0,1,0,0,0,3,
219540,Samuel's Aquarium,251484,251486,5/14/21 19:29,I got the same answer good job!,1,1,0,31,7,0,0,0,0,0,0,2,1,1,2,0,0,1,0,1,1,1,0,1,
217899,Spending Allowance,168706,168705,4/29/21 20:00,I agree with your answer but maybe next time make the numbers that are suppose to be negative negative in the equation to make it more clear.,0,1,1,141,27,0,1,1,1,0,1,4,4,4,4,2,1,1,0,2,0,1,0,1,2
219558,Samuel's Aquarium,251344,251612,5/14/21 20:43,nice job explaining it in detail!,0,0,0,33,6,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,1,
219554,Samuel's Aquarium,251612,251344,5/14/21 20:42,I got the same answer as you,1,1,0,28,7,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,1,0,,
219551,Samuel's Aquarium,251344,249349,5/14/21 20:50,good job explaining it,0,0,0,22,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
217910,Spending Allowance,168680,168721,4/29/21 20:01,"Why did you start with 20. I kind of want to know just because many did the same but some did something different, like me. <3",1,0,1,126,26,1,0,0,1,1,1,1,4,5,3,1,1,3,0,2,1,0,0,1,
219558,Samuel's Aquarium,251614,251612,5/14/21 20:51,good job you got it correct,0,0,0,27,6,0,0,1,0,0,0,1,2,1,2,0,0,0,0,1,0,0,1,2,
216648,"Money, Money, Money",168679,168680,4/23/21 19:16,"I like the way you explained your work, it was very clear.:)",0,0,0,60,12,0,0,1,0,0,0,2,4,2,1,1,0,2,1,1,0,0,0,3,
216657,"Money, Money, Money",168706,251121,4/23/21 19:17,I like the way you used lines to seperate the equations and how you explianed why its the numbers are negative.,0,0,0,111,21,1,0,1,0,0,0,4,4,4,1,1,1,1,0,1,0,0,0,1,1
216655,"Money, Money, Money",168680,251120,4/23/21 19:17,"I hadn't thought of the way you found the answer. Although while you were explaining it, it became clear.",1,0,0,105,19,0,0,0,1,0,0,2,5,4,1,2,0,3,0,2,0,1,0,1,
219554,Samuel's Aquarium,251614,251344,5/14/21 20:52,good job,0,0,0,8,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,
217917,Spending Allowance,168706,168679,4/29/21 20:01,When you did the 3*2 and you got -6 it could confuse people because the 3 and the 2 are both positives so how did you get a negative.,0,0,1,133,29,0,0,1,0,1,0,3,4,4,0,3,2,3,0,1,0,0,0,1,2
217908,Spending Allowance,168679,168381,4/29/21 20:02,"I like the way you showed your work step by step, but the question asks what was the total amount of money he lost or gained by the end of the day.",0,0,1,147,32,0,0,1,1,0,1,8,5,6,1,1,2,2,0,1,0,0,0,3,1
217915,Spending Allowance,168706,168419,4/29/21 20:02,I like the way you showed how you solved each step.,0,0,0,51,11,0,0,0,0,1,0,2,3,3,0,0,0,1,0,1,0,0,0,1,
216643,"Money, Money, Money",168706,168692,4/23/21 19:18,I respectfully disagree with you your answer I think you might have messed up a step in the subtraction part.,0,1,1,109,20,0,0,0,0,0,0,4,5,3,0,2,0,1,0,2,0,1,0,1,2
216668,"Money, Money, Money V2",168366,168372,4/23/21 21:12,I respectfully disagree with how you got your answer because I got a different answer.,1,1,0,86,15,0,0,0,0,1,0,2,4,3,1,0,0,1,0,1,0,1,0,1,1
216681,"Money, Money, Money V2",168406,168427,4/23/21 21:12,I like the way you did it because botnh added 83 and 30.,0,0,1,56,13,0,0,1,0,1,0,2,3,3,0,0,1,1,0,1,0,0,0,1,
217945,Spending Allowance,168366,168372,4/29/21 21:30,Why did you add 2 and 5?,0,0,1,24,7,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,,
217957,Spending Allowance,168450,168375,4/29/21 21:32,My strategy is like yours because  i also did 20-6 and i got 14 ,1,0,1,64,14,0,0,1,0,1,0,1,4,3,0,1,1,0,1,1,0,0,0,1,
216670,"Money, Money, Money V2",168406,168404,4/23/21 21:14,Next time maybe you can add 15 x 2 and the totals you get add them butni like your video.,0,0,1,89,20,0,1,1,1,0,1,3,4,2,1,2,2,1,1,2,0,0,0,1,
183197,Two Dicey,168663,0,9/2/20 18:22,im sorry i could not take off the video,0,0,0,39,9,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,,1
216679,"Money, Money, Money V2",168415,168375,4/23/21 21:16,I do agree with you and it is correct.,0,1,0,38,9,0,0,1,0,0,0,0,3,1,1,2,1,1,0,1,0,0,1,1,
216681,"Money, Money, Money V2",168450,168427,4/23/21 21:16,I like the way you added the   83.00 and 30.00. also whow you subtracted 113 and 75 ,0,0,1,84,17,0,0,1,0,1,0,1,3,3,0,0,2,1,0,1,0,0,0,1,
217251,San Diego Temperatures,251030,251033,4/26/21 20:02,I like the way you knew what you ware going to say ,0,0,0,51,12,0,1,0,0,0,0,1,4,4,0,1,0,0,0,1,0,0,0,1,
217111,Chicken Farmer,251484,251360,4/26/21 20:06,I really like how nice and organized your table is!,0,0,0,51,10,0,0,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,0,2,
216355,Chicken Farmer,251345,251339,4/26/21 20:06,"I like how yours is so organized
and I do agree with you",0,0,0,56,13,0,0,1,0,1,0,0,4,2,1,2,1,0,0,1,0,0,0,1,
216392,Chicken Farmer,251484,251487,4/26/21 20:07,I like your table a lot!,0,0,0,24,6,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,0,0,1,
216852,San Diego Temperatures,251030,251039,4/26/21 20:08,I like the way you had it planed out ,0,0,0,37,9,0,1,0,0,0,0,1,3,3,0,0,0,0,0,1,0,0,0,1,
216389,Chicken Farmer,251345,251485,4/26/21 20:08,I like how clean yours is mine is messy and I do agree with you,1,0,0,63,15,0,0,1,0,0,0,0,5,2,2,3,1,0,0,3,0,0,0,2,1
218670,School Night Sleep,251612,251614,5/7/21 20:40,your video is nice and clear,0,0,0,28,6,0,0,1,0,0,0,1,1,0,2,1,1,0,0,1,0,0,0,2,
216904,Chicken Farmer,251612,0,4/26/21 21:15,Premium Growth feed will make the chicken's weight be about the same because the Mad for pen A is 0.512. The mad for pen B was 0.97 which is higher Martin,0,0,1,154,31,0,0,1,0,1,0,7,1,1,2,5,0,1,0,2,1,0,0,,2
218670,School Night Sleep,251344,251614,5/7/21 20:41,Good job giving details,0,0,0,23,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,
217299,Chicken Farmer,251344,251356,4/26/21 21:20,Good job explaining it and doing it step by step.,0,0,0,49,10,0,0,1,0,0,0,2,2,3,1,0,1,1,0,1,0,0,0,1,
216890,Chicken Farmer,251333,251364,4/26/21 21:19,I like the way you explain your answer great job.,0,0,0,49,10,0,0,0,0,0,0,3,3,2,1,0,0,1,0,1,0,1,0,2,
218679,School Night Sleep,251614,251612,5/7/21 20:42,you got the right noah was the best estimate,0,1,0,44,9,0,0,0,0,0,0,2,1,1,2,1,0,0,0,1,0,0,1,2,
