RecordID,ClassID,UserID,LessonID,LessonAttempt,TotalTime,XML,Q1Data,Q2Data,Q3Data,Q4Data,Q5Data,Q6Data,Q7Data,Q8Data,Q9Data,Q1Duration,Q2Duration,Q3Duration,Q4Duration,WritingTime,Q6Duration,Q7Duration,Q8Duration,Q9Duration,test,WritingTime_original,WritingTime_log,WritingTime_scale
204,formal,formal10_04,lesson9,1,336.646,Lesson9-Job.xml,Next,Arousal3_Pleasant5,2.0,3.0,"The Job Market, A brief history.In the 1970s the Job market witnessed a huge influx of workers leading to lower wages based on growth world trade. Technology too has affected shifts in the job market as new technologies demanded lesser human input and labor. The huge rate of unemployment will not auger well for the whole economy and it will be good to look for means of counteracting this cause and effects.",4.0,4.0,4.0,5.0,10.64,4.468,12.671,3.828,251.937,3.453,7.437,7.046,6.25,posttest,251.937,5.533140445861212,0.10557660023063503
205,formal,formal10_04,lesson10,1,413.99,Lesson10-Butterfly.xml,Next,Arousal4_Pleasant5,3.0,3.0,What are the differences between a butterfly and a moth ?Butterflies are most active during the day while moths are more active at night. They also quite a number of differences between them but they have some similarities in that they are both large winged insects that undergo metarmorphosis and have three main body parts.,4.0,3.0,5.0,5.0,108.859,5.64,4.296,5.015,229.734,4.796,11.109,10.781,5.734,posttest,229.734,5.441265531867302,0.09622526759308161
206,formal,formal3_02,lesson2,1,407.849,Lesson2-Flood.xml,Next,Arousal4_Pleasant1,1.0,1.0,"Floods are one of nature's disasters. Scientist do not know when floods will occur, but they work hard to predict where flooding will occur. In fact, there are several conditions that could lead to excess flood. Heavy rains and deep snow are common conditions for flooding. By knowing these potential flooding areas loss of lives and property could likely be prevented.",4.0,5.0,4.0,5.0,62.359,15.812,4.484,5.437,243.14,3.187,16.265,19.765,18.984,pretest,243.14,5.497741831241654,0.101871530050364
207,formal,formal3_02,lesson3,1,523.539,Lesson3-Hurricane.xml,Next,Arousal4_Pleasant1,1.0,1.0,"Both Hurricane Andrew and Hurricane Katrina devastated the south-eastern United States. Hurricane Andrew was a category 5, whereas Hurricane Katrina was a category 3. Although Andrew was the stronger of the two, Katrina was far more devastating. Unlike Andrew, Katrina hit a major city and broke the levees which resulted in more deaths and infrastructural damage than Andrew due to excessive flooding.",5.0,1.0,1.0,5.0,49.562,17.562,5.625,5.109,352.578,4.187,14.359,28.781,26.531,pretest,352.578,5.8681041116333486,0.14796400139155982
208,formal,formal3_02,lesson9,1,589.409,Lesson9-Job.xml,Next,Arousal3_Pleasant3,1.0,3.0,"There has been a decline in the labor market. With the advent of technology, there is simply no need for a mass supply of skilled workers. Machine have been used to replace many workers. When this happens, it is only the worker who suffers since the company and the costumer financially benefits. In addition, many jobs are now being performed internationally in order to cut down on the cost of labor. There is also a surplus in the amount of unskilled labors who are willing to perform the jobs formerly done by skilled workers for far less.",6.0,4.0,5.0,2.0,89.968,17.468,17.265,4.718,362.031,7.218,22.781,25.546,24.14,posttest,362.031,5.894488230067561,0.15194536190242738
209,formal,formal3_02,lesson10,1,736.287,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant7,1.0,2.0,"There are several things that a butterfly and a moth have in common. Both insects have antennae, undergo metamorphosis, are lepidoptera, have long tongues and similar wing structures. However, both insects have stark different. Butterflies are active during the day and have more vivid colors, while moths become active during the night and have more neutral colors. The moths tend to be hairier and have no knobs at the end of these antennae. Butterflies are also more likely to hang from trees, while moths are often found on the ground among fallen leaves.",5.0,4.0,6.0,5.0,89.5,16.296,22.484,7.421,498.031,6.609,33.562,18.031,19.015,posttest,498.031,6.212668218070385,0.20922506458707651
210,formal,formal12_03,lesson2,1,654.677,Lesson2-Flood.xml,Next,Arousal9_Pleasant6,2.0,2.0,"Flood is one of the common natural disaster. The scientists are able to find out only the conditions which lead to floods. Once we get to know about how floods happen it would help to reduce the damage due to flood.Melting of the snow, rivers covered with ice and weak dams are all the strong conditions for the flooding.",5.0,6.0,5.0,5.0,297.843,7.265,6.765,4.874,264.562,2.968,20.234,15.578,15.0,pretest,264.562,5.581848335077306,0.11089392557176514
211,formal,formal12_03,lesson3,1,2130.71,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant2,2.0,1.0,Effects of the HurricaneUnited States was hit by two most destructive hurricanes named Andrew in 1992 and Katrina in 2005. Andrew damaged property of 25 billion and death of 26 people and Katrina damaged property of about 81 billion and more than 1800 people died. Although the Hurricane Andrew was the stronger one the damage was comparatively higher in Katrina as it passed through the city of New Orleans.,5.0,5.0,5.0,5.0,194.593,12.796,22.562,7.656,1797.672,7.125,29.046,20.625,19.796,pretest,1797.672,7.4948038938145185,0.7566004327986946
213,formal,formal12_03,lesson10,1,394.164,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant6,2.0,2.0,Butterfly and moth belong to the same group of insects called lepidoptera. Both have some things similar and some differences. both have three main body parts and tiny colored scales covering their wings.Most butterflies are active during the day but most moths are active at night.the bodies of moths are thicker than the butterflies.,5.0,2.0,4.0,5.0,131.687,3.531,4.578,4.218,181.5,3.062,15.953,15.578,11.843,posttest,181.5,5.206750173022546,0.0759103471571157
214,formal,formal6_04,lesson2,1,1342.005,Lesson2-Flood.xml,Next,Arousal9_Pleasant9,2.0,2.0,"Floods, the second most common natural disaster, can be predicted under certain conditions. Floods occur when deep snow melts with heavy rain, especially on top of frozen or very wet ground. Besides deep snow, ice-covered rivers and week dams are both strong conditions for potential flooding. The knowledge of why floods occur can help us reduce their damage.",5.0,5.0,5.0,5.0,298.484,9.5,36.906,9.64,808.812,13.562,49.859,42.468,57.437,pretest,808.812,6.696802121961966,0.3401180298814731
215,formal,formal6_04,lesson3,1,1519.851,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant8,2.0,2.0,"The destruction and fatalities of hurricane depends on the hurricane strength and its path. For an instance, Hurricane Andrew in 1992 and Hurricane Katrina in 2005 were both caused massive damage to parts of the south-east United States. Andrew was a category 5 hurricane, while Katrina a category 3 hurricane. However, Katrina inflicted more destruction and fatalities because New Orleans was on its path.",5.0,2.0,1.0,2.0,239.625,17.437,16.984,6.328,1157.391,5.89,19.078,22.265,19.031,pretest,1157.391,7.054787252264254,0.48693054077935766
216,formal,formal6_04,lesson9,1,1880.039,Lesson9-Job.xml,Next,Arousal6_Pleasant6,3.0,3.0,"Job market is affected by multiple factors including manufacturing technologies, employment and wages. Low wages attracts manufacturing technologies and production jobs. New technologies result in less workers requirement and the high rate of unemployment. Furthermore, there lacks a way to distribute the financial gains back to haunt the entire economy.",5.0,4.0,5.0,2.0,321.531,8.921,7.0,5.593,1460.391,8.281,22.843,23.734,7.25,posttest,1460.391,7.287144000859983,0.6145463489664803
217,formal,formal6_04,lesson10,1,975.023,Lesson10-Butterfly.xml,Next,Arousal8_Pleasant7,2.0,2.0,"Butterfly and moth have some commons and differences in their body structures and lifestyles. They are both lepidoptera insects. They differ in some of their body parts, such as their antennae and wings. Most butterflies are diurnal and rest with their wings folded, whereas most moths are nocturnal and rest their wings spread out.",5.0,2.0,3.0,5.0,47.453,4.187,3.812,3.609,784.437,2.812,70.703,27.984,14.468,posttest,784.437,6.666240250787272,0.3298519066981031
218,formal,formal13_03,lesson2,1,224.505,Lesson2-Flood.xml,Next,Arousal6_Pleasant7,2.0,2.0,Floods are difficult to predict by scientist themselves but they are working on it. Currently they give details of potential floods. Flood is caused by human error even though snow melting is also a cause for flood. Heavy rains mainly cause floods. With the help of scientist knowledge we can reduce the damage caused by floods.,4.0,5.0,2.0,4.0,42.89,3.734,5.562,4.14,118.406,4.187,11.531,7.046,7.0,pretest,118.406,4.782529450952231,0.04933677685428296
219,formal,formal13_03,lesson3,1,302.833,Lesson3-Hurricane.xml,Next,Arousal4_Pleasant4,2.0,2.0,Hurricane has given bad memories to United states. The 1992 Andrew hurricane was 5 category hurricane caused damage of 25 billion killing 26 people in Florida. In 2005 hurricane katrina struck the mississippi and Louisiana it is a category 3 hurricane even though it is not stronger as Andrew it causes more damage as the city New Orleans was in the path.,3.0,4.0,3.0,4.0,41.531,4.625,4.328,2.796,203.062,3.453,7.593,7.859,7.343,pretest,203.062,5.318423869238039,0.08499170707833927
220,formal,formal13_03,lesson9,1,433.913,Lesson9-Job.xml,Next,Arousal5_Pleasant5,2.0,3.0,Worker Crisis The 1970s witnessed unstable job condition for workers as a large number of workers turn up for jobs it is difficult to employ all of them and the introduction of technology heavily reduced the need of labors compared to the 1960s. The mechanization may benefit producer and consumer but hits the workers.,4.0,5.0,5.0,4.0,121.078,13.953,17.531,8.14,201.859,8.062,14.968,13.406,13.281,posttest,201.859,5.312511156427664,0.08448503441415078
221,formal,formal13_03,lesson10,1,423.134,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant8,2.0,3.0,"Butterfly and moth have lot in common mainly their life cycle metamorphosis which involves egg, larvacaterpillar, pupa, adult. They both are flying insects with similar body structure but their time of activity is different, butterfly is active in day time, whereas moth goes out during night time other differences include the color, butterfly wings are colorful but moths are mostly colorless.",5.0,4.0,5.0,5.0,129.125,10.203,9.609,5.781,160.5,10.062,63.89,7.953,6.578,posttest,160.5,5.084505142662711,0.06706568718375075
222,formal,formal1_02,lesson9,1,1095.004,Lesson9-Job.xml,Next,Arousal3_Pleasant3,4.0,3.0,The deterioration of the middle labor market has multiple roots.One of the reasons were the too many workers entering the work force in 1970.Another key factor was the impact of the advancement of the technological methods.This resulted in a shift of other foreign markets.Due to this tehnological advancement many jobs disappeared.This factors influenced the economy in a bad way.,4.0,5.0,6.0,3.0,95.828,5.624,10.015,6.203,919.437,4.421,10.906,18.625,9.578,posttest,919.437,6.824848557266297,0.38671043509830627
223,formal,formal1_02,lesson10,1,565.258,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant6,3.0,2.0,Butterfly and moth have some things in common but are also different.They both are part of the same group of insects and both have a four stage life cycle.What makes them different is what period of day they are active in.Also they do not share the same body construction and the colour differs as well.,5.0,4.0,3.0,4.0,95.359,8.078,22.218,7.531,334.875,10.5,30.875,16.562,23.453,posttest,334.875,5.816739066935655,0.14050795303401317
224,formal,formal11_02,lesson2,1,769.692,Lesson2-Flood.xml,Next,Arousal7_Pleasant3,4.0,3.0,"This will make more damages in naturally.natural disasters always happens in the world as specially Floods are very Damage almost every where in the world. It Makes Tsunami, But this one cannot always predict By the scientists. This will make more damages in naturally.There are not it happens always.This will make more damages in naturally",3.0,4.0,4.0,4.0,5.234,5.343,2.265,2.546,722.734,2.25,4.078,1.937,1.937,pretest,722.734,6.584423921561665,0.3038641898249347
225,formal,formal11_02,lesson3,1,262.974,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant3,4.0,3.0,Really i dont have any experience on this study but i feel this will be good. I guess this will be use for a Research. I dont Have any Ideas about that but i would appreciate your work. hurricane meaning is really i dont have idea :Somehow i would really happy but useful. Thanks,3.0,4.0,4.0,4.0,6.484,15.593,13.062,8.265,171.281,10.078,12.093,2.453,1.64,pretest,171.281,5.1491268646733594,0.07160636714436254
226,formal,formal11_02,lesson9,1,379.944,Lesson9-Job.xml,Next,Arousal5_Pleasant5,4.0,3.0,I simply written here But i dont have that much knowledge about this matter!I simply written here But i dont have that much knowledge about this matter!I simply written here But i dont have that much knowledge about this matter!I simply written here But i dont have that much knowledge about this matter!I simply written here But i dont have that much knowledge about this matter!I simply written here But i dont have that much knowledge about this matter!,1.0,4.0,4.0,4.0,11.062,4.796,30.312,1.859,245.312,4.906,47.312,1.75,1.437,posttest,245.312,5.506599025011523,0.10278632059618062
227,formal,formal11_02,lesson10,1,98.991,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant5,4.0,3.0,"Butterflies and moths have many things in common, mainly scales that cover their bodies and wings. These scales are actually modified hairs. Butterflies and moths belong to the order Lepidoptera. As scientists discover and study new species of butterflies and moths, distinctions between the two is becoming blurred. Some moths may fool you into thinking that they are butterflies such as the Urania leilus, a colorful day flying moth from Peru.",5.0,4.0,4.0,4.0,3.328,2.625,2.89,2.265,57.062,3.796,3.406,1.875,1.671,posttest,57.062,4.06151140512686,0.023500261549230638
228,formal,formal9_01,lesson2,1,560.724,Lesson2-Flood.xml,Next,Arousal9_Pleasant2,1.0,2.0,"Floods are serious natural disaster that our human beings need to be aware of. The knowledge of why floods happen need to be spread to more people to help reduce damage. Scientists are trying to predict floods by researching the main reasons to cause floods, like the deep snow, heavy rains and even human errors. However, floods can not be always accurately predicted so far. More effort is needed to further this research.",5.0,5.0,3.0,3.0,31.718,5.421,6.031,3.921,435.906,8.578,17.171,18.453,19.593,pretest,435.906,6.079718068982799,0.18305961216587188
229,formal,formal9_01,lesson3,1,802.316,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant3,2.0,2.0,"Hurricanes are destructive of different degree. The two major hurricane in recent U.S. caused huge lost both in monetary and life. Andrew, as the strongest category one, brought tremendous damage to Florida in 1992. However, Katrina, though not measured as a strong category for hurricane left even worse destruction to Mississippi and Louisiana.",5.0,5.0,2.0,4.0,29.984,9.281,19.234,6.187,658.906,9.546,19.625,17.249,18.0,pretest,658.906,6.492097400634751,0.27698147759731856
230,formal,formal9_01,lesson9,1,437.945,Lesson9-Job.xml,Next,Arousal8_Pleasant2,1.0,2.0,"Many factors could make people misunderstand the reason caused a bad job market. Some may blame an unusual number of job seekers entered the market, some may blame the cheap labor from third world countries and others may blame the invention of more machines. However, the behind reason should be the the ways technological gains are being distributed and its effect on the entire economy.",5.0,3.0,5.0,2.0,24.265,3.953,5.578,3.906,332.359,4.14,16.406,24.656,8.078,posttest,332.359,5.809219987349679,0.13944827853434716
231,formal,formal9_01,lesson10,1,470.678,Lesson10-Butterfly.xml,Next,Arousal8_Pleasant1,1.0,2.0,"Butterfly and moth are different but have a lot of things in common. Some of the common characteristics they share include being in the group of lepidoptera and metamorphosis, having three main body parts and etc. The most important differences include being active in different time slots, different body features, different pupa stages and etc.",5.0,3.0,3.0,6.0,1.078,3.796,4.203,3.906,382.172,4.39,16.75,25.562,13.89,posttest,382.172,5.948483974533516,0.16042823316545327
232,formal,formal10_05,lesson2,1,533.441,Lesson2-Flood.xml,Next,Arousal8_Pleasant5,1.0,2.0,"Floods are one of the most common natural disasters. Although scientist can not exactly tell the occurrence of floods, they now can predict floods based on information they know. One of the conditions can cause floods is deep snow, especially when it melts fast or occurs together with heavy rains.",5.0,5.0,2.0,6.0,82.343,4.531,7.359,5.265,369.89,5.703,18.734,11.421,13.546,pretest,369.89,5.915905522686946,0.15525537060388808
233,formal,formal10_05,lesson3,1,526.163,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant5,1.0,2.0,"The two most destructive hurricanes in US in recent years are Hurricane Andrew and Hurricane Katrina. Hurricane Andrew hit Homestead, Florida in 1992 and Hurricane Katrina hit New Orleans, Louisiana, in 2005. Although Andrew is stronger than Katrina, the damage caused by Andrew is less than Katrina since Katrina hit a populated city.",5.0,5.0,2.0,1.0,54.765,11.593,18.39,7.125,356.0,13.328,17.718,24.546,7.5,pretest,356.0,5.877735781779639,0.14940525979293387
234,formal,formal10_05,lesson9,1,773.084,Lesson9-Job.xml,Next,Arousal8_Pleasant5,2.0,3.0,"The reason to cause the deterioration of the middle of labor market is no easy to explain especially at different era. Too many people in the worker force or new machines are two reasons to explain the job loss. Although both the firms and consumer are benefited from technological gains, the job loss on too may workers will affect the economy as a whole.",4.0,2.0,5.0,2.0,109.281,2.187,2.64,7.14,591.094,2.765,17.062,20.203,6.124,posttest,591.094,6.3836654060629785,0.2484208070204699
235,formal,formal10_05,lesson10,1,527.455,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant5,2.0,2.0,"Butterfly and moth are similar in some aspects but also differ in a lot of things. They are both insects with a four-stage life cycle. belong to a group of insects called lepidoptera. However, they also have a lot of difference; butterflies are active at daytime but moth are active at night time; the details of their antenna, wings and the life-cycle also show some difference.",5.0,2.0,5.0,4.0,78.171,2.609,1.999,5.234,388.843,4.14,14.64,9.046,7.124,posttest,388.843,5.965744093970447,0.1632378868169922
236,formal,formal15_04,lesson2,1,333.645,Lesson2-Flood.xml,Next,Arousal6_Pleasant6,3.0,3.0,"Flood is the most common disaster in the world that is not to be predicted bu the scientists in the nations but they can tell that how likely to happen, how much it will cause in the land. The major causes believed that or considered that is the melting of ice and the more promising factor could be heavy rain.",4.0,4.0,5.0,3.0,46.234,4.296,10.328,12.593,189.218,5.078,15.468,10.25,7.812,pretest,189.218,5.248170782857445,0.07916097028446953
237,formal,formal15_04,lesson3,1,463.556,Lesson3-Hurricane.xml,Next,Arousal4_Pleasant4,4.0,5.0,"hurricanes is the most common disaster in the world and it is mostly caused in the western countries. Hurricane Andrew in 1992 and Hurricane Katrina in 2005 can be an example for the disaster. When the disaster faced by the nation, there will be a mass loss of goods and people. when Hurricane Andrew faced by the country, almost 25 billion loss was there ! and the casualty ware 5 people and Hurricane Katrina was filled the 80 of the city with flood and other sides of the mass disaster.",4.0,2.0,4.0,5.0,27.531,8.828,5.812,6.156,363.797,2.875,6.64,7.671,4.312,pretest,363.797,5.899341034482151,0.15268915568875893
238,formal,formal15_04,lesson9,1,964.818,Lesson9-Job.xml,Next,Arousal6_Pleasant7,3.0,2.0,"In the 1970s, the development of the world and the technology had brought so many good effects and bad effects such as the reduction of man power that helped the production units to profit and on the other side i brought higher economic loss in the country and it affected the members in the nation.",4.0,5.0,5.0,4.0,135.421,21.687,43.609,8.39,594.453,10.187,64.484,45.453,11.593,posttest,594.453,6.389322460407712,0.24983553144192383
239,formal,formal15_04,lesson10,1,841.758,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant2,4.0,5.0,"butterfly and moth have some common specification in nature like flying large-wing with long antennae and a four-stage life cycle called metamorphosis and the other factor is these two are coming from the same group that is lepidoptera. the other factor is that the body of butterfly and moth have three man body parts that are head, thorax, and abdomen.",2.0,5.0,4.0,4.0,344.203,12.281,13.718,4.843,414.234,7.421,3.937,11.953,3.421,posttest,414.234,6.028842216745647,0.17393192307335928
240,formal,formal15_05,lesson9,1,5080.146,Lesson9-Job.xml,Next,Arousal5_Pleasant2,3.0,2.0," The job market shrink because the population grows rapidly. Too many people less job, There is not enough job for everyone. The production jobs has moved out side of USA to other countries where has low wages. The result was people can't find job and mid-level jobs disappeared. The technology improvement cause the machine replaced production worker. It caused the entire economy loss the power.",4.0,2.0,5.0,1.0,288.609,34.734,43.171,17.921,608.6711560693642,34.765,132.906,213.062,63.468,posttest,4239.939,6.412919723396078,0.25582385315057915
241,formal,formal15_05,lesson10,1,1947.678,Lesson10-Butterfly.xml,Next,Arousal2_Pleasant5,2.0,4.0,"Butterfly and moth both are in common. They both are insect with antennae, four-stage life cycle called metamorphosis, three main body parts and scales wings . Their long tongue are like a drinking straw. They are also different on their shapes, the butterfly's body is slender and smoother than moths which is more thicker and hairier and their antennae are different too. Butterfly active during the day while moths like the night. The butterfly has more colored wings. Their metamorphosis are slight different.",3.0,5.0,3.0,6.0,246.25,21.062,17.828,10.093,1521.25,6.968,36.343,43.046,32.578,posttest,1521.25,7.327944782488683,0.6401785947435763
242,formal,formal6_01,lesson2,1,825.865,Lesson2-Flood.xml,Next,Arousal6_Pleasant6,2.0,2.0,"Floods can cause lots of damage and money lost. Although we can't know clearly when the flood come and how big it will bring, we can know some feather in certain conditions. For example, melting snow, can let me know the next flood will be more strong. And, this can help us to reduce the damage it causes.",3.0,4.0,2.0,5.0,75.312,13.937,38.671,5.796,580.906,16.359,35.875,28.765,15.875,pretest,580.906,6.366308922659474,0.24412988341053454
243,formal,formal6_01,lesson3,1,871.07,Lesson3-Hurricane.xml,Next,Arousal4_Pleasant3,4.0,4.0,"Hurricane hit the south of United States twice in recent years, one in 1992, and the other in 2005. It causes lots of people died and money lost. How strong it bring is that it damages about 81 billion. And its winds are 175 miles per hour, which cause the most damage to the house and people.",2.0,3.0,3.0,4.0,99.656,15.203,16.75,5.546,668.937,4.828,16.046,14.859,14.75,pretest,668.937,6.507183678113182,0.2812062768445959
244,formal,formal6_01,lesson9,1,163.239,Lesson9-Job.xml,Next,Arousal2_Pleasant5,2.0,2.0,"The job market is always something that will always be changing in generations to generations. If the job market is not good, then there will be more employment turn over rate and decrease in wages. It may also lead to employers laying off their workers who would suffer a lot if the economy is really bad.",1.0,2.0,5.0,4.0,0.89,5.062,4.89,6.187,107.984,5.281,10.859,5.39,4.39,posttest,107.984,4.69120108246376,0.04494729846178727
246,informal,informal12_03,lesson2,1,1283.036,Lesson2-Flood.xml,Next,Arousal7_Pleasant3,1.0,2.0,Occurs FloodsFloods are natural disasters. They occur in our world. Scientists want to predict floods. one of the condition can cause the flood that when deep snow melts with heavy rain and warmer weather . But scientists cannot exactly predict will occur floods. we hope the predict floods can help reduce the damage.,5.0,5.0,2.0,6.0,165.031,31.328,28.89,6.656,936.109,10.296,36.812,28.5,27.687,pretest,936.109,6.842799604181407,0.39373225276858914
248,informal,informal12_03,lesson9,1,698.835,Lesson9-Job.xml,Next,Arousal2_Pleasant3,7.0,6.0,"The middle of the labor marketThe middle of the labor market is easy to misinterpret. When the technologies become more mobile, jobs moved from the U. S. to low wage country, because the new machines caused more unemployment. Some factors affect the job market. The machine replaces production worker . the economy lost power.",1.0,2.0,5.0,1.0,122.718,6.453,7.249,5.328,460.64,5.656,25.859,26.203,25.578,posttest,460.64,6.134785366552204,0.193476936917358
249,informal,informal12_03,lesson10,1,956.694,Lesson10-Butterfly.xml,Next,Arousal3_Pleasant5,5.0,5.0,Butterfly and MothButterfly and moth have same things. two long antennae and four-stage life cycle. Both are same three main body parts. They have a long tongue and colored scales covering wings. Butterfly and moth have some differences. They active at day or night. They body shape is not same. When they rest they keep different pose. They have different color. Their pupa stages are different.,1.0,2.0,3.0,5.0,135.656,9.437,11.703,5.343,702.828,5.843,20.328,31.031,22.234,posttest,702.828,6.556534008125675,0.2954802945187536
250,informal,informal4_04,lesson2,1,529.834,Lesson2-Flood.xml,Next,Arousal5_Pleasant5,1.0,2.0,"Floods occupies a second place to fire in natural disasters.Scientists are trying to predict floods to prevent the loss caused by it. It mainly caused by melting of snow which increases the volume of the water, as the rivers are already filled with water added to heavy rainfalls will tend to overflow water to the nearby places causing floods. Deep snow, rivers covered with ice, weak dams are contribute towards the cause of floods.",5.0,6.0,5.0,2.0,53.078,6.062,4.25,5.671,422.156,2.812,4.843,5.875,7.984,pretest,422.156,6.0477409053846065,0.1772684657547401
251,informal,informal4_04,lesson3,1,568.21,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant3,1.0,3.0,The United States in recent years hit by destructive hurricanes like Hurricane Andrew and Hurricane Katrina.Bothy have a great impact but as a strongest Andrew has a worst impact with a property damage of 25 billion where as Katrina has 81 billion.In spite of Andrew stronger Katrina inflicted more destruction.,5.0,5.0,5.0,2.0,47.031,5.515,2.953,4.328,455.64,2.937,13.156,8.718,10.234,pretest,455.64,6.123895334288472,0.19137106549512825
254,informal,informal12_01,lesson2,1,427.756,Lesson2-Flood.xml,Next,Arousal5_Pleasant1,1.0,1.0,"A flood is an overflow of water that submerges land which is usually dry. Flooding may occur as an overflow of water from water bodies, such as a river or lake, in which the water over tops or breaks levees, resulting in some of that water escaping its usual boundaries, or it may occur due to an accumulation of rainwater on saturated ground in an areal flood. While the size of a lake or other body of water will vary with seasonal changes in precipitation and snow melt, ",5.0,6.0,6.0,6.0,1.343,5.031,4.484,2.375,370.718,3.406,15.64,1.453,5.078,pretest,370.718,5.918135502280819,0.15560410291140936
255,informal,informal12_01,lesson3,1,435.725,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant1,1.0,1.0,"Hurricane Katrina was the eleventh named storm and fifth hurricane of the 2005 Atlantic hurricane season. It was the costliest natural disaster, as well as one of the five deadliest hurricanes, in the history of the United States. The storm is currently ranked as the third most intense United States landfalling tropical cyclone, behind only the 1935 Labor Day hurricane and Hurricane Camille in 1969. Overall, at least 1, 245 people died in the hurricane and subsequent floods, making it the deadliest United States hurricane since the 1928 Okeechobee hurricane.",5.0,6.0,6.0,5.0,20.093,10.828,25.156,3.5,324.0,5.89,12.578,12.328,2.718,pretest,324.0,5.783825182329737,0.1359276826906635
256,informal,informal12_01,lesson9,1,90.785,Lesson9-Job.xml,Next,Arousal5_Pleasant9,1.0,1.0,"The job market is not a physical place as much as a concept demonstrating the competition and interplay between different labor forces. The job market can grow or shrink depending on the labor demand and supply within the overall economy, specific industries, for specific education levels or specific job functions.Job Market Online is one of the pioneering job portal with quality and legitimate job vacancies for career changers and recruiters.",5.0,5.0,6.0,5.0,2.546,3.187,2.703,3.031,45.218,4.359,3.671,2.093,2.546,posttest,45.218,3.833369332598884,0.018511873324252814
257,informal,informal12_01,lesson10,1,152.426,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant9,1.0,1.0,"Moths tend to have stout and hairy or furry-looking bodies, while butterflies have slender and smoother abdomens. Moths have larger scales on their wings which makes them look more dense and fluffy. Butterflies on the other hand possess fine scales. This difference is possibly due to the need for moths to conserve heat during the cooler nights, or to confound echolocation by bats, whereas butterflies are able to absorb sunlight.",6.0,6.0,6.0,6.0,41.64,3.64,3.421,2.796,72.0,1.937,2.343,2.515,1.609,posttest,72.0,4.290459441148391,0.02979176301028423
258,informal,informal9_05,lesson2,1,676.443,Lesson2-Flood.xml,Next,Arousal5_Pleasant2,2.0,2.0,"Natural Disaster – FloodFlood is one of the greatest challenges to the entire scientists all around the world. They were still unable to figure out how to accurately predict the flood arrival prior itself. Floods are lead by various conditions like snow melting, heavy rains, warmer weather, human mistakes, etc. These lead to river water overflowing and causes flood. Polluting our universe leads our earth to expose more to the Sun, which automatically results in warmer weather.",4.0,5.0,4.0,5.0,92.359,11.109,11.218,8.593,464.047,5.75,21.25,24.875,16.718,pretest,464.047,6.142138475748413,0.19491187770446536
259,informal,informal9_05,lesson3,1,1224.599,Lesson3-Hurricane.xml,Next,Arousal3_Pleasant2,2.0,1.0,"Strength Vs PowerWe can’t really decide which is powerful based on the strength alone. The best example for this is the hurricanes which hit United States Hurricane Andrew 1992 and Hurricane Katrina in 2005. Andrew was category 5 hurricane which had more strength compared to Katrina which was category 3 hurricanes. The destruction caused by Andrew was 25 billion and killed 26 people. But Katrina killed 1800 people and damaged property worth 81 billion since it took the path of New Orleans. So, I do feel Katrina is more powerful compared to Andrew.",5.0,5.0,1.0,4.0,133.765,81.656,27.078,9.546,849.656,12.171,29.921,31.062,26.875,pretest,849.656,6.746007816533002,0.35732047235538344
260,informal,informal9_05,lesson9,1,540.521,Lesson9-Job.xml,Next,Arousal2_Pleasant2,3.0,4.0,"The labor market is deteriorated. Production jobs started moving from U.S. to other countries to cut down the wages. Other countries do the same work for fewer wages. So it is beneficial for the employers. With the advancement of new machines, human power needed to make steel is considerably reduced. This all resulted in more unemployment and decreased wages. But on the other hand consumers and firms are benefited by these new machines. Because of more unemployment, economy of a count is affected.",4.0,5.0,6.0,2.0,34.796,6.375,9.953,4.156,397.828,3.515,20.453,18.046,20.64,posttest,397.828,5.9885302462549275,0.16702213776273903
261,informal,informal9_05,lesson10,1,474.428,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant8,1.0,3.0,"Butterfly and moth belong to the group of insects called lepidoptera and have a four-stage life cycle called metamorphosis. Both of their body parts are almost similar as well. They have a head, thorax and abdomen. On the other hand, they have more differences. Most of the butterflies are active in the day but moths are mostly active in the night. Butterflies are very colorful whereas moths are not bright and colorful. The pupa stages in their life cycle are different as well.",4.0,5.0,3.0,5.0,48.578,7.968,6.328,4.921,315.453,4.453,22.546,27.156,12.765,posttest,315.453,5.757174731347021,0.13232790608150394
